y,Company,ReviewDate,CocoaPercent,CompanyLocation,BeanType,BeanOrigin
2.5,50.0,2011.0,70.0,29.0,11.0,60.0
3.5,125.0,2011.0,70.0,29.0,6.0,67.0
3.25,258.0,2014.0,70.0,2.0,12.0,45.0
2.5,143.0,2011.0,55.0,56.0,12.0,46.0
3.0,97.0,2008.0,80.0,45.0,8.0,51.0
2.75,177.0,2016.0,70.0,28.0,12.0,46.0
3.25,363.0,2012.0,70.0,56.0,12.0,19.0
3.25,185.0,2014.0,72.0,56.0,11.0,2.0
2.75,220.0,2011.0,70.0,56.0,12.0,12.0
3.25,221.0,2008.0,70.0,29.0,6.0,13.0
2.75,87.0,2012.0,68.0,46.0,6.0,46.0
3.5,231.0,2015.0,70.0,56.0,6.0,18.0
3.25,78.0,2014.0,82.0,19.0,11.0,2.0
3.75,392.0,2016.0,75.0,56.0,12.0,23.0
3.25,69.0,2013.0,70.0,56.0,12.0,67.0
3.0,15.0,2014.0,75.0,56.0,12.0,18.0
2.75,179.0,2010.0,70.0,55.0,12.0,19.0
3.25,87.0,2012.0,72.0,46.0,6.0,37.0
3.5,379.0,2013.0,64.0,18.0,12.0,18.0
3.5,111.0,2014.0,70.0,56.0,11.0,2.0
3.75,238.0,2014.0,75.0,56.0,3.0,46.0
2.5,179.0,2013.0,100.0,55.0,8.0,19.0
3.0,10.0,2010.0,70.0,56.0,11.0,67.0
3.75,121.0,2017.0,70.0,56.0,12.0,27.0
3.75,238.0,2011.0,74.0,56.0,12.0,18.0
2.25,185.0,2014.0,72.0,56.0,12.0,46.0
3.5,257.0,2016.0,72.0,7.0,12.0,18.0
2.75,401.0,2015.0,70.0,56.0,12.0,57.0
4.0,181.0,2011.0,74.0,54.0,6.0,67.0
2.5,148.0,2014.0,85.0,56.0,12.0,18.0
2.0,247.0,2006.0,85.0,18.0,12.0,63.0
3.25,130.0,2015.0,70.0,56.0,12.0,16.0
2.75,161.0,2016.0,77.0,56.0,12.0,40.0
3.0,155.0,2014.0,70.0,56.0,8.0,46.0
3.25,40.0,2011.0,75.0,18.0,11.0,34.0
3.0,184.0,2014.0,77.0,56.0,12.0,30.0
3.5,172.0,2015.0,77.0,56.0,12.0,4.0
3.75,357.0,2012.0,70.0,24.0,12.0,46.0
3.0,284.0,2014.0,70.0,25.0,12.0,45.0
3.0,363.0,2012.0,70.0,56.0,12.0,45.0
3.0,203.0,2009.0,60.0,18.0,12.0,63.0
3.5,274.0,2016.0,70.0,6.0,11.0,4.0
2.75,71.0,2009.0,72.0,18.0,12.0,19.0
2.5,199.0,2014.0,72.5,56.0,8.0,62.0
2.75,142.0,2009.0,74.0,56.0,12.0,11.0
3.25,360.0,2015.0,60.0,30.0,11.0,68.0
2.75,32.0,2012.0,55.0,18.0,12.0,63.0
2.75,79.0,2015.0,70.0,49.0,11.0,68.0
3.5,326.0,2010.0,68.0,56.0,11.0,25.0
4.0,343.0,2011.0,70.0,7.0,12.0,65.0
3.75,127.0,2010.0,70.0,55.0,12.0,46.0
3.0,17.0,2014.0,75.0,18.0,12.0,67.0
3.75,2.0,2015.0,70.0,56.0,6.0,46.0
3.75,20.0,2011.0,70.0,56.0,11.0,30.0
3.0,242.0,2014.0,70.0,56.0,11.0,2.0
3.0,235.0,2010.0,65.0,56.0,12.0,12.0
3.0,35.0,2010.0,78.0,56.0,6.0,67.0
2.5,90.0,2007.0,71.0,50.0,8.0,19.0
2.75,390.0,2013.0,89.0,27.0,6.0,46.0
3.5,278.0,2014.0,74.0,36.0,12.0,45.0
3.0,118.0,2007.0,64.0,56.0,12.0,45.0
2.5,358.0,2008.0,70.0,56.0,12.0,46.0
3.75,343.0,2016.0,75.0,7.0,12.0,65.0
3.75,368.0,2016.0,72.0,19.0,11.0,2.0
2.75,100.0,2008.0,88.0,1.0,8.0,19.0
3.5,18.0,2016.0,70.0,56.0,11.0,60.0
3.5,247.0,2007.0,66.0,18.0,11.0,67.0
3.0,198.0,2014.0,72.0,56.0,11.0,2.0
2.75,28.0,2010.0,64.0,4.0,12.0,12.0
3.5,90.0,2008.0,71.0,50.0,6.0,67.0
3.5,366.0,2007.0,65.0,56.0,11.0,37.0
2.75,380.0,2012.0,65.0,56.0,8.0,23.0
3.5,125.0,2008.0,78.0,29.0,3.0,63.0
3.25,18.0,2016.0,73.0,56.0,12.0,68.0
3.25,318.0,2015.0,75.0,56.0,12.0,3.0
3.5,203.0,2012.0,66.0,18.0,12.0,18.0
3.75,40.0,2011.0,75.0,18.0,12.0,4.0
3.5,167.0,2006.0,61.0,56.0,3.0,63.0
3.75,364.0,2014.0,67.0,56.0,11.0,37.0
3.0,58.0,2015.0,70.0,30.0,11.0,37.0
2.75,397.0,2016.0,85.0,3.0,11.0,60.0
2.5,359.0,2013.0,70.0,56.0,12.0,40.0
3.5,29.0,2016.0,70.0,56.0,12.0,16.0
3.0,326.0,2007.0,75.0,56.0,3.0,7.0
3.0,118.0,2007.0,64.0,56.0,12.0,12.0
2.25,202.0,2016.0,70.0,30.0,11.0,46.0
3.0,385.0,2007.0,65.0,56.0,8.0,19.0
3.75,212.0,2012.0,68.0,56.0,12.0,46.0
2.5,52.0,2010.0,75.0,56.0,12.0,18.0
2.75,404.0,2015.0,75.0,56.0,12.0,16.0
2.75,142.0,2012.0,70.0,56.0,11.0,67.0
3.0,399.0,2012.0,75.0,3.0,8.0,19.0
3.5,212.0,2012.0,65.0,56.0,6.0,46.0
2.75,347.0,2014.0,72.0,2.0,11.0,64.0
3.5,50.0,2014.0,70.0,29.0,3.0,63.0
2.75,397.0,2016.0,70.0,3.0,10.0,19.0
3.25,401.0,2015.0,73.0,56.0,12.0,19.0
3.0,167.0,2009.0,91.0,56.0,12.0,63.0
3.5,231.0,2015.0,62.0,56.0,8.0,46.0
3.5,43.0,2013.0,75.0,56.0,8.0,23.0
3.75,18.0,2015.0,70.0,56.0,11.0,2.0
3.25,206.0,2015.0,75.0,18.0,12.0,46.0
4.0,181.0,2011.0,72.0,54.0,12.0,67.0
3.5,43.0,2013.0,85.0,56.0,11.0,67.0
3.5,301.0,2011.0,70.0,56.0,9.0,12.0
3.75,43.0,2016.0,70.0,56.0,12.0,41.0
3.0,179.0,2013.0,90.0,55.0,8.0,19.0
3.0,326.0,2006.0,62.0,56.0,3.0,63.0
3.0,266.0,2014.0,70.0,31.0,12.0,67.0
2.75,92.0,2009.0,70.0,7.0,6.0,40.0
3.0,157.0,2011.0,70.0,56.0,12.0,12.0
3.75,190.0,2016.0,70.0,56.0,12.0,19.0
3.75,10.0,2010.0,70.0,56.0,12.0,18.0
3.0,386.0,2015.0,77.0,56.0,6.0,67.0
3.25,302.0,2015.0,75.0,18.0,12.0,46.0
3.5,189.0,2014.0,70.0,56.0,11.0,2.0
3.5,280.0,2011.0,70.0,19.0,6.0,3.0
3.0,286.0,2009.0,60.0,56.0,6.0,29.0
3.25,105.0,2012.0,65.0,2.0,11.0,4.0
3.0,157.0,2013.0,75.0,56.0,12.0,19.0
3.0,78.0,2014.0,75.0,19.0,11.0,2.0
3.5,154.0,2011.0,70.0,56.0,8.0,46.0
3.75,43.0,2014.0,70.0,56.0,11.0,2.0
3.5,269.0,2013.0,75.0,56.0,12.0,19.0
3.5,40.0,2011.0,75.0,18.0,11.0,13.0
3.5,343.0,2012.0,70.0,7.0,3.0,36.0
3.5,339.0,2016.0,70.0,56.0,12.0,19.0
3.5,35.0,2012.0,72.0,56.0,8.0,23.0
3.0,147.0,2006.0,64.0,54.0,6.0,37.0
2.25,236.0,2013.0,74.0,56.0,12.0,18.0
3.5,177.0,2015.0,70.0,28.0,12.0,67.0
2.5,83.0,2016.0,90.0,56.0,12.0,46.0
3.5,139.0,2015.0,78.0,30.0,6.0,46.0
3.25,73.0,2016.0,70.0,56.0,12.0,2.0
3.0,64.0,2016.0,70.0,56.0,6.0,67.0
3.75,31.0,2011.0,72.0,4.0,11.0,37.0
3.75,379.0,2007.0,65.0,18.0,11.0,67.0
3.25,64.0,2016.0,70.0,56.0,11.0,4.0
2.75,179.0,2010.0,70.0,55.0,11.0,67.0
2.75,343.0,2011.0,70.0,7.0,11.0,25.0
3.0,50.0,2014.0,72.0,29.0,12.0,18.0
3.75,288.0,2014.0,70.0,14.0,12.0,19.0
2.75,67.0,2012.0,80.0,10.0,8.0,12.0
2.5,34.0,2015.0,78.0,56.0,12.0,12.0
3.25,181.0,2011.0,72.0,54.0,6.0,67.0
3.5,252.0,2015.0,70.0,6.0,8.0,4.0
2.75,269.0,2013.0,75.0,56.0,12.0,46.0
3.75,398.0,2016.0,78.0,2.0,12.0,52.0
4.0,314.0,2012.0,75.0,56.0,11.0,37.0
2.75,328.0,2015.0,77.0,56.0,6.0,67.0
3.0,9.0,2013.0,60.0,56.0,11.0,18.0
2.5,62.0,2008.0,82.0,14.0,8.0,19.0
3.0,326.0,2007.0,72.0,56.0,3.0,7.0
3.5,12.0,2013.0,73.0,39.0,11.0,46.0
3.75,2.0,2015.0,70.0,56.0,12.0,46.0
2.5,299.0,2015.0,62.0,56.0,12.0,41.0
3.75,97.0,2010.0,73.5,45.0,8.0,51.0
4.0,181.0,2011.0,72.0,54.0,6.0,67.0
3.75,190.0,2016.0,70.0,56.0,8.0,4.0
2.75,360.0,2015.0,77.0,30.0,11.0,60.0
2.5,40.0,2007.0,75.0,18.0,8.0,19.0
3.0,147.0,2006.0,65.0,54.0,6.0,67.0
3.25,112.0,2014.0,82.0,22.0,12.0,27.0
3.0,234.0,2012.0,80.0,58.0,11.0,68.0
3.75,1.0,2010.0,75.0,6.0,8.0,4.0
3.25,357.0,2015.0,70.0,24.0,12.0,19.0
2.5,182.0,2016.0,61.0,26.0,12.0,31.0
2.75,371.0,2011.0,72.0,56.0,12.0,67.0
3.5,323.0,2008.0,70.0,1.0,8.0,19.0
3.75,398.0,2011.0,72.0,2.0,12.0,3.0
3.0,180.0,2014.0,70.0,7.0,6.0,3.0
3.25,165.0,2010.0,82.0,21.0,11.0,25.0
3.75,337.0,2015.0,70.0,2.0,11.0,60.0
2.5,267.0,2010.0,70.0,4.0,6.0,45.0
3.5,297.0,2007.0,85.0,4.0,3.0,67.0
3.5,55.0,2016.0,70.0,56.0,11.0,30.0
2.5,83.0,2016.0,80.0,56.0,12.0,63.0
3.5,400.0,2015.0,74.0,56.0,6.0,67.0
3.0,209.0,2015.0,70.0,56.0,12.0,12.0
3.5,156.0,2011.0,70.0,12.0,6.0,41.0
2.5,82.0,2015.0,65.0,55.0,6.0,46.0
2.5,393.0,2012.0,70.0,56.0,12.0,19.0
3.5,66.0,2014.0,70.0,36.0,11.0,45.0
3.25,112.0,2012.0,70.0,22.0,12.0,27.0
3.75,230.0,2014.0,70.0,41.0,6.0,67.0
3.5,302.0,2006.0,75.0,18.0,11.0,9.0
3.25,206.0,2015.0,75.0,18.0,12.0,4.0
2.75,283.0,2011.0,80.0,20.0,8.0,23.0
3.25,13.0,2015.0,63.0,7.0,12.0,45.0
3.25,140.0,2010.0,80.0,50.0,8.0,51.0
2.75,340.0,2016.0,68.0,55.0,8.0,46.0
3.0,11.0,2009.0,85.0,50.0,8.0,23.0
2.5,137.0,2008.0,74.0,57.0,6.0,67.0
3.25,330.0,2016.0,70.0,39.0,12.0,46.0
2.75,179.0,2013.0,100.0,55.0,12.0,18.0
2.75,11.0,2009.0,85.0,50.0,12.0,19.0
3.25,343.0,2013.0,70.0,7.0,6.0,32.0
2.5,69.0,2013.0,70.0,56.0,6.0,46.0
2.5,358.0,2008.0,70.0,56.0,8.0,23.0
3.25,382.0,2015.0,70.0,56.0,12.0,3.0
3.5,201.0,2009.0,64.0,56.0,11.0,37.0
2.75,168.0,2014.0,65.0,7.0,12.0,63.0
3.5,144.0,2014.0,80.0,56.0,12.0,19.0
2.75,299.0,2015.0,80.0,56.0,11.0,41.0
3.25,128.0,2015.0,70.0,56.0,12.0,18.0
3.0,335.0,2015.0,100.0,7.0,12.0,19.0
2.75,179.0,2008.0,75.0,55.0,12.0,57.0
3.5,343.0,2014.0,80.0,7.0,8.0,19.0
3.5,110.0,2015.0,70.0,55.0,12.0,19.0
3.75,347.0,2016.0,70.0,2.0,12.0,37.0
2.5,220.0,2011.0,70.0,56.0,12.0,18.0
3.25,111.0,2013.0,70.0,56.0,12.0,67.0
3.75,14.0,2007.0,70.0,29.0,11.0,67.0
3.5,21.0,2015.0,70.0,2.0,12.0,45.0
3.5,357.0,2014.0,70.0,24.0,6.0,67.0
2.75,358.0,2008.0,70.0,56.0,12.0,37.0
2.75,273.0,2015.0,70.0,56.0,11.0,19.0
3.25,345.0,2017.0,75.0,7.0,12.0,19.0
3.0,379.0,2006.0,64.0,18.0,6.0,67.0
2.75,363.0,2012.0,70.0,56.0,12.0,4.0
2.5,404.0,2013.0,75.0,56.0,12.0,3.0
3.0,282.0,2011.0,85.0,7.0,12.0,7.0
3.25,127.0,2011.0,71.0,55.0,6.0,41.0
3.25,337.0,2016.0,70.0,2.0,12.0,27.0
3.0,350.0,2015.0,70.0,56.0,11.0,37.0
4.0,40.0,2008.0,75.0,18.0,6.0,67.0
3.0,366.0,2007.0,84.0,56.0,8.0,23.0
3.5,121.0,2014.0,74.0,56.0,12.0,18.0
2.0,168.0,2014.0,100.0,7.0,12.0,63.0
3.0,217.0,2010.0,60.0,9.0,12.0,9.0
2.75,266.0,2014.0,75.0,31.0,11.0,67.0
3.0,167.0,2008.0,64.0,56.0,12.0,63.0
3.5,155.0,2012.0,69.0,56.0,12.0,45.0
3.75,180.0,2014.0,70.0,7.0,11.0,18.0
3.5,0.0,2014.0,70.0,18.0,12.0,13.0
3.75,192.0,2009.0,65.0,19.0,11.0,64.0
3.5,314.0,2011.0,75.0,56.0,12.0,12.0
2.75,403.0,2013.0,72.0,7.0,11.0,41.0
3.75,157.0,2016.0,74.0,56.0,2.0,3.0
2.75,238.0,2011.0,71.0,56.0,12.0,45.0
3.5,33.0,2010.0,72.0,54.0,12.0,67.0
2.75,281.0,2009.0,67.0,56.0,12.0,23.0
3.0,376.0,2014.0,70.0,56.0,12.0,18.0
3.0,211.0,2016.0,70.0,17.0,11.0,37.0
4.0,0.0,2013.0,63.0,18.0,12.0,46.0
3.25,404.0,2013.0,68.0,56.0,12.0,18.0
3.25,125.0,2007.0,75.0,29.0,6.0,67.0
3.25,33.0,2010.0,74.0,54.0,6.0,67.0
3.25,357.0,2013.0,70.0,24.0,12.0,41.0
3.25,209.0,2016.0,70.0,56.0,12.0,35.0
2.75,381.0,2009.0,76.0,32.0,11.0,37.0
3.25,90.0,2009.0,75.0,50.0,12.0,63.0
3.5,147.0,2010.0,58.0,54.0,11.0,25.0
3.75,318.0,2014.0,80.0,56.0,6.0,67.0
3.25,399.0,2011.0,62.0,3.0,12.0,31.0
3.0,338.0,2010.0,68.0,56.0,11.0,37.0
3.5,154.0,2017.0,70.0,56.0,12.0,46.0
2.5,70.0,2014.0,70.0,56.0,12.0,19.0
2.75,386.0,2015.0,77.0,56.0,11.0,37.0
3.0,118.0,2007.0,60.0,56.0,8.0,23.0
3.75,343.0,2013.0,70.0,7.0,11.0,60.0
2.75,28.0,2010.0,64.0,4.0,12.0,46.0
2.75,318.0,2008.0,70.0,56.0,11.0,34.0
3.25,13.0,2015.0,66.0,7.0,11.0,37.0
3.75,125.0,2015.0,70.0,29.0,12.0,19.0
2.75,40.0,2009.0,75.0,18.0,6.0,46.0
3.0,40.0,2009.0,75.0,18.0,6.0,40.0
3.0,235.0,2010.0,65.0,56.0,12.0,33.0
4.0,179.0,2013.0,70.0,55.0,11.0,55.0
3.0,297.0,2010.0,85.0,4.0,6.0,46.0
4.0,288.0,2016.0,70.0,14.0,12.0,9.0
3.5,220.0,2017.0,73.0,56.0,12.0,52.0
4.0,302.0,2007.0,75.0,18.0,8.0,51.0
3.0,374.0,2016.0,60.0,56.0,6.0,46.0
3.75,152.0,2012.0,70.0,57.0,12.0,67.0
3.0,297.0,2010.0,75.0,4.0,6.0,67.0
3.75,221.0,2008.0,70.0,29.0,4.0,18.0
3.5,167.0,2008.0,65.0,56.0,12.0,67.0
2.0,366.0,2007.0,91.0,56.0,3.0,67.0
3.5,31.0,2013.0,74.0,4.0,11.0,13.0
3.5,347.0,2016.0,70.0,2.0,12.0,16.0
2.25,52.0,2010.0,75.0,56.0,12.0,67.0
2.5,208.0,2009.0,75.0,56.0,12.0,57.0
2.75,27.0,2016.0,90.0,56.0,12.0,19.0
3.0,362.0,2014.0,68.0,56.0,11.0,2.0
3.75,314.0,2013.0,75.0,56.0,11.0,2.0
3.5,155.0,2012.0,69.0,56.0,12.0,45.0
2.75,327.0,2015.0,70.0,55.0,12.0,16.0
3.25,237.0,2016.0,74.0,3.0,12.0,9.0
3.0,43.0,2013.0,72.0,56.0,11.0,18.0
3.25,220.0,2012.0,70.0,56.0,6.0,29.0
3.25,156.0,2012.0,70.0,12.0,6.0,41.0
3.5,343.0,2009.0,70.0,7.0,8.0,23.0
2.75,359.0,2013.0,70.0,56.0,12.0,18.0
2.75,318.0,2008.0,70.0,56.0,11.0,37.0
4.0,10.0,2010.0,70.0,56.0,12.0,19.0
3.25,379.0,2007.0,64.0,18.0,6.0,67.0
3.0,215.0,2013.0,71.0,56.0,12.0,29.0
2.5,358.0,2008.0,70.0,56.0,12.0,46.0
4.0,297.0,2006.0,72.0,4.0,6.0,40.0
2.75,232.0,2016.0,70.0,39.0,12.0,46.0
2.5,137.0,2008.0,58.0,57.0,6.0,67.0
3.25,44.0,2015.0,60.0,56.0,12.0,37.0
2.25,218.0,2010.0,55.0,39.0,12.0,46.0
2.5,84.0,2016.0,70.0,56.0,12.0,3.0
2.75,107.0,2016.0,72.0,56.0,12.0,67.0
3.25,155.0,2011.0,70.0,56.0,11.0,34.0
3.75,267.0,2008.0,67.0,4.0,11.0,60.0
3.75,111.0,2012.0,70.0,56.0,12.0,18.0
3.25,345.0,2017.0,70.0,7.0,12.0,18.0
2.0,302.0,2008.0,75.0,18.0,12.0,18.0
3.75,234.0,2015.0,70.0,58.0,11.0,68.0
2.5,319.0,2011.0,71.0,24.0,12.0,67.0
2.0,154.0,2012.0,81.0,56.0,12.0,46.0
1.5,379.0,2007.0,85.0,18.0,12.0,63.0
3.75,125.0,2007.0,70.0,29.0,6.0,32.0
3.5,345.0,2017.0,70.0,7.0,12.0,37.0
3.25,328.0,2014.0,72.0,56.0,6.0,2.0
3.25,18.0,2016.0,70.0,56.0,12.0,19.0
3.0,35.0,2009.0,75.0,56.0,12.0,18.0
2.75,300.0,2012.0,82.0,56.0,6.0,46.0
3.25,357.0,2012.0,70.0,24.0,12.0,37.0
2.25,265.0,2014.0,72.0,56.0,12.0,46.0
3.5,33.0,2011.0,72.0,54.0,12.0,67.0
3.25,157.0,2011.0,66.0,56.0,11.0,12.0
3.5,127.0,2010.0,70.0,55.0,12.0,44.0
3.75,343.0,2013.0,77.0,7.0,11.0,18.0
3.75,157.0,2013.0,70.0,56.0,12.0,18.0
3.0,226.0,2016.0,70.0,53.0,12.0,67.0
3.5,167.0,2009.0,70.0,56.0,3.0,63.0
3.5,153.0,2015.0,75.0,4.0,12.0,46.0
2.75,48.0,2013.0,68.0,56.0,12.0,18.0
2.5,52.0,2014.0,75.0,56.0,6.0,46.0
2.5,87.0,2012.0,82.0,46.0,8.0,19.0
3.25,100.0,2008.0,72.0,1.0,12.0,3.0
2.0,53.0,2008.0,75.0,18.0,12.0,57.0
3.75,10.0,2007.0,70.0,56.0,6.0,67.0
2.75,150.0,2016.0,80.0,43.0,12.0,16.0
2.75,194.0,2009.0,80.0,18.0,12.0,19.0
3.75,326.0,2011.0,68.0,56.0,12.0,45.0
3.5,343.0,2012.0,70.0,7.0,11.0,27.0
2.75,11.0,2009.0,70.0,50.0,12.0,19.0
3.5,342.0,2013.0,70.0,56.0,3.0,63.0
3.5,0.0,2015.0,70.0,18.0,12.0,46.0
3.0,168.0,2014.0,70.0,7.0,12.0,63.0
3.75,103.0,2012.0,72.0,19.0,8.0,51.0
1.0,97.0,2008.0,100.0,45.0,8.0,51.0
4.0,18.0,2016.0,70.0,56.0,8.0,46.0
3.0,19.0,2009.0,80.0,55.0,6.0,37.0
3.0,318.0,2011.0,75.0,56.0,6.0,3.0
3.0,14.0,2007.0,70.0,29.0,11.0,34.0
3.5,343.0,2014.0,70.0,7.0,12.0,41.0
2.5,227.0,2014.0,74.0,56.0,12.0,46.0
2.75,72.0,2014.0,70.0,7.0,8.0,62.0
3.5,193.0,2008.0,70.0,14.0,12.0,19.0
3.0,46.0,2014.0,72.0,2.0,11.0,37.0
3.25,198.0,2014.0,72.0,56.0,12.0,18.0
3.25,191.0,2013.0,62.0,13.0,12.0,18.0
3.25,288.0,2014.0,70.0,14.0,12.0,19.0
2.75,282.0,2011.0,76.0,7.0,12.0,7.0
3.5,174.0,2016.0,70.0,56.0,7.0,19.0
3.0,14.0,2007.0,70.0,29.0,11.0,19.0
3.5,235.0,2010.0,65.0,56.0,8.0,23.0
2.0,196.0,2009.0,72.0,34.0,12.0,40.0
3.75,56.0,2011.0,66.0,56.0,12.0,18.0
3.75,25.0,2016.0,70.0,56.0,12.0,4.0
3.0,200.0,2012.0,75.0,56.0,11.0,67.0
3.25,125.0,2007.0,60.0,29.0,11.0,67.0
3.0,350.0,2015.0,70.0,56.0,12.0,27.0
3.5,98.0,2015.0,73.0,56.0,12.0,19.0
3.75,119.0,2008.0,66.0,18.0,12.0,67.0
3.5,65.0,2008.0,55.0,14.0,8.0,19.0
3.5,399.0,2012.0,65.0,3.0,12.0,63.0
3.0,366.0,2007.0,75.0,56.0,3.0,23.0
3.25,190.0,2016.0,70.0,56.0,12.0,28.0
3.75,195.0,2013.0,70.0,56.0,12.0,18.0
3.75,357.0,2015.0,70.0,24.0,8.0,19.0
2.5,20.0,2007.0,75.0,56.0,11.0,40.0
3.25,255.0,2015.0,70.0,56.0,12.0,46.0
3.5,318.0,2009.0,70.0,56.0,11.0,67.0
3.0,245.0,2014.0,70.0,53.0,12.0,4.0
3.0,301.0,2011.0,70.0,56.0,9.0,12.0
3.5,167.0,2013.0,65.0,56.0,12.0,19.0
3.5,289.0,2015.0,72.0,7.0,12.0,57.0
3.5,234.0,2012.0,76.0,58.0,11.0,68.0
4.0,391.0,2016.0,70.0,55.0,12.0,9.0
2.75,39.0,2016.0,75.0,56.0,12.0,27.0
4.0,14.0,2006.0,66.0,29.0,3.0,63.0
3.0,125.0,2008.0,70.0,29.0,11.0,67.0
3.5,176.0,2009.0,58.0,14.0,8.0,19.0
3.75,364.0,2014.0,73.0,56.0,8.0,62.0
3.5,399.0,2012.0,70.0,3.0,6.0,46.0
4.0,379.0,2015.0,63.0,18.0,12.0,46.0
2.75,250.0,2010.0,77.0,56.0,12.0,19.0
3.5,103.0,2012.0,85.0,19.0,8.0,23.0
3.0,302.0,2008.0,100.0,18.0,6.0,37.0
2.75,84.0,2016.0,70.0,56.0,12.0,62.0
3.5,231.0,2015.0,68.0,56.0,6.0,46.0
3.5,3.0,2011.0,88.0,16.0,11.0,21.0
3.0,202.0,2016.0,70.0,30.0,11.0,2.0
3.5,231.0,2015.0,78.0,56.0,12.0,30.0
3.75,201.0,2012.0,68.0,56.0,11.0,67.0
3.25,313.0,2010.0,75.0,14.0,12.0,19.0
3.25,175.0,2016.0,75.0,36.0,11.0,16.0
3.25,113.0,2015.0,70.0,56.0,12.0,19.0
2.5,51.0,2015.0,70.0,43.0,12.0,49.0
3.0,363.0,2012.0,80.0,56.0,12.0,67.0
4.0,18.0,2016.0,70.0,56.0,12.0,12.0
3.25,168.0,2014.0,75.0,7.0,12.0,18.0
3.0,153.0,2015.0,80.0,4.0,11.0,68.0
3.5,352.0,2014.0,70.0,56.0,12.0,19.0
3.75,144.0,2014.0,80.0,56.0,12.0,18.0
2.5,198.0,2014.0,72.0,56.0,12.0,46.0
3.5,151.0,2016.0,75.0,47.0,12.0,19.0
3.25,396.0,2015.0,70.0,56.0,12.0,46.0
3.25,13.0,2015.0,75.0,7.0,12.0,18.0
1.75,19.0,2009.0,72.0,55.0,12.0,4.0
3.0,125.0,2006.0,70.0,29.0,11.0,67.0
3.25,278.0,2014.0,88.0,36.0,12.0,45.0
3.0,148.0,2014.0,80.0,56.0,12.0,18.0
